Age (months),Gender,Region,Mother_Education,Household_Wealth_Index,Height_cm,Weight_kg
51,0,1,1,2,76.9,16.5
55,1,1,1,1,61.1,11.8
41,0,4,3,1,87.5,13.9
43,1,3,0,0,74.4,11.6
17,1,2,2,1,65.8,11.0
58,0,1,1,1,83.2,10.9
28,1,2,2,1,61.2,16.3
46,1,3,2,0,106.1,16.9
10,1,4,0,1,77.4,8.7
24,1,1,0,1,70.3,14.1
5,0,1,1,2,62.6,15.3
33,1,2,0,2,72.7,13.5
43,0,3,3,0,60.7,13.5
6,1,2,1,0,90.5,10.0
35,0,4,3,2,79.9,18.5
30,0,2,2,1,91.0,15.9
54,0,1,1,0,65.2,10.7
34,0,2,1,0,95.4,17.2
46,0,1,2,2,97.6,17.6
59,1,2,3,0,91.6,8.3
29,0,4,1,2,94.4,16.8
43,0,1,2,0,72.3,6.9
2,0,2,1,2,91.1,12.0
39,1,4,0,2,64.7,5.5
23,0,0,2,1,93.5,15.6
41,1,4,0,1,87.2,11.9
44,1,3,2,2,68.4,6.1
38,0,2,0,1,79.8,11.6
16,1,4,3,1,64.1,12.2
56,1,0,0,1,103.0,9.2
37,1,1,2,2,71.4,8.3
5,0,4,0,2,80.5,19.6
29,1,0,0,2,60.1,14.5
37,0,1,3,2,75.8,6.9
3,1,4,1,1,89.8,15.0
47,0,1,0,1,60.3,11.4
21,0,1,3,0,92.2,9.0
48,1,1,0,2,71.2,11.7
18,1,4,1,2,67.1,12.1
13,1,3,2,1,99.7,15.1
22,1,3,1,1,82.6,13.3
58,1,2,2,0,90.3,7.3
27,0,0,2,1,69.1,11.0
43,0,2,3,0,106.1,15.5
44,1,1,0,2,99.5,16.1
14,0,0,0,2,72.7,15.7
32,1,3,1,2,90.9,8.6
3,0,4,0,2,78.9,9.5
16,0,0,1,0,90.2,14.5
32,1,0,1,2,108.0,10.8
50,0,3,0,1,91.4,12.4
3,0,1,3,0,68.2,18.6
24,0,2,0,0,78.2,14.3
13,0,4,0,2,64.7,19.9
26,1,3,0,0,98.0,7.9
10,0,1,1,2,63.0,11.1
49,0,1,3,1,83.7,19.1
35,1,2,1,1,109.7,8.6
25,0,3,0,2,69.7,10.4
10,1,2,0,0,70.1,6.1
40,0,3,1,0,89.7,8.3
41,0,1,2,0,68.0,17.2
43,1,1,0,0,105.3,14.3
27,1,3,1,1,74.1,7.1
58,1,2,3,1,76.8,9.7
14,0,1,1,0,79.6,16.2
8,1,2,1,0,96.1,7.3
41,1,2,0,0,92.4,12.2
29,0,3,2,0,104.5,14.2
0,0,1,0,2,91.4,5.8
27,0,4,0,2,65.0,7.5
32,0,2,1,0,93.1,12.4
58,1,3,1,1,106.2,17.8
27,0,3,1,0,108.6,8.2
24,0,2,0,1,65.2,16.9
57,1,1,2,2,91.0,9.0
26,0,2,0,1,104.8,14.7
46,1,3,2,1,92.0,19.2
21,1,3,2,1,62.5,20.0
43,0,0,3,1,72.7,17.8
45,1,2,3,2,76.0,12.3
18,0,1,3,0,68.6,10.9
38,1,3,0,2,75.2,9.4
49,1,4,0,0,102.5,7.4
18,0,3,1,0,88.1,19.5
24,0,4,1,2,109.5,10.4
54,1,4,0,1,62.9,15.5
43,1,2,3,0,88.9,16.4
13,0,2,2,1,69.7,18.7
31,0,1,1,2,102.5,13.8
25,1,1,1,1,93.7,9.2
19,1,0,1,0,71.8,7.5
17,1,3,0,1,84.6,7.7
15,0,1,0,0,96.0,15.0
49,0,4,1,2,65.8,18.9
13,0,3,1,1,66.2,6.3
38,0,1,3,1,97.0,15.1
41,1,1,2,1,105.3,16.6
48,1,2,0,1,102.4,13.9
55,1,3,1,0,69.1,8.5
14,1,0,1,0,97.9,6.2
42,1,4,2,2,106.7,12.9
26,0,3,3,2,60.6,11.6
6,1,0,3,2,64.4,15.3
55,0,1,1,0,99.2,13.6
38,0,4,1,2,66.9,13.8
37,0,4,1,2,85.9,11.7
30,1,3,3,0,64.0,12.9
54,1,4,0,0,97.1,5.1
58,0,4,0,2,99.5,17.4
55,0,2,2,2,98.6,10.1
11,1,1,0,2,109.1,18.2
26,1,4,0,2,72.8,10.2
30,0,4,1,1,106.5,8.8
3,0,4,0,0,95.7,5.2
44,1,0,2,0,71.6,14.9
41,0,3,2,0,87.8,8.1
21,1,3,3,0,60.6,14.0
9,0,3,2,1,68.3,12.5
19,0,0,0,1,108.6,13.6
30,0,1,1,1,63.8,10.4
52,1,2,3,0,94.9,19.8
13,1,0,2,1,86.6,5.8
58,0,0,1,1,60.2,11.8
7,0,2,3,2,61.6,7.1
59,1,0,2,1,102.1,7.5
43,1,2,3,0,84.0,16.6
1,1,2,0,0,72.9,7.7
9,0,4,3,0,96.4,12.7
12,0,2,0,0,70.5,13.5
46,0,4,3,2,94.9,12.4
42,1,3,0,0,77.1,17.3
19,1,0,1,1,89.3,7.3
37,0,3,3,2,72.5,17.5
55,1,0,1,1,74.8,8.3
48,1,3,2,1,62.7,19.6
16,1,2,0,1,66.1,6.4
50,0,4,1,0,70.7,16.9
29,0,2,0,0,70.8,19.8
59,1,2,1,1,106.8,7.4
45,0,3,3,0,62.3,10.3
27,0,3,3,0,78.8,13.6
15,0,4,3,1,94.4,13.1
59,1,1,0,0,95.9,10.4
58,0,4,3,1,81.6,15.0
1,1,1,2,2,72.1,8.7
47,0,0,2,2,96.1,12.5
33,1,4,1,1,89.4,15.0
7,1,2,3,0,78.0,13.4
15,1,1,3,0,91.7,10.9
10,1,2,0,1,107.6,18.3
50,1,0,0,0,100.5,17.4
25,0,2,0,0,108.2,12.9
25,0,2,1,0,86.3,10.6
14,1,3,3,1,73.0,14.5
42,0,0,0,2,70.1,12.2
45,0,3,2,2,91.0,5.6
51,0,0,2,0,86.5,17.8
52,0,3,1,2,61.0,10.1
2,1,3,2,2,100.3,17.0
17,1,2,0,2,106.9,16.2
25,1,4,3,2,96.7,8.1
8,1,0,0,0,77.9,8.6
49,1,3,1,1,85.7,9.8
33,0,0,1,2,93.9,19.1
59,0,3,1,1,101.5,19.0
38,1,2,0,1,95.8,19.6
51,0,0,1,0,77.6,19.4
41,1,2,3,2,102.4,13.2
16,0,3,3,0,94.2,8.0
16,1,3,1,1,103.9,11.8
47,1,3,3,2,65.2,8.9
0,0,3,1,0,84.7,9.8
37,1,4,3,2,101.7,7.5
5,0,1,0,1,95.4,17.3
7,1,2,3,0,100.7,14.9
43,1,1,1,0,82.7,17.2
17,1,3,2,0,105.3,11.9
11,1,2,2,1,85.3,15.2
59,0,1,0,0,72.7,11.2
